timestamp,rpm,speed_kmh,lat,lon,afr,note
2026-01-21T18:58:21.557421+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:21.657835+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:21.757744+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:21.857795+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:21.957902+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.058048+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.158137+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.258488+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.358317+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.458445+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.558511+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.658617+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.758771+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.858814+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:22.967002+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.061558+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.161619+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.261803+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.361852+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.462532+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.562700+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.665329+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.765284+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.865368+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:23.966223+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.066277+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.166361+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.266445+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.366621+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.466646+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.566713+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.666843+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.766894+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.867073+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:24.967151+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:25.067179+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
2026-01-21T18:58:25.167286+00:00,1250.0,0.0,0,0,14.7,1:50_MIX
